2025-03-26 22:50:14,318 - INFO - Running conjugate priors for file: Global_Healthy
2025-03-26 22:50:14,330 - INFO - Number of biomarkers: 10
2025-03-26 22:52:24,080 - INFO - Iteration 2000/20000, Acceptance Ratio: 18.10%, Log Likelihood: -4933.3427, Current Accepted Order: dict_values([np.int64(6), np.int64(9), np.int64(7), np.int64(10), np.int64(8), np.int64(1), np.int64(5), np.int64(3), np.int64(2), np.int64(4)]), 
2025-03-26 22:54:25,682 - INFO - Iteration 4000/20000, Acceptance Ratio: 17.10%, Log Likelihood: -4928.0735, Current Accepted Order: dict_values([np.int64(7), np.int64(9), np.int64(8), np.int64(10), np.int64(6), np.int64(4), np.int64(1), np.int64(3), np.int64(2), np.int64(5)]), 
2025-03-26 22:56:32,069 - INFO - Iteration 6000/20000, Acceptance Ratio: 16.03%, Log Likelihood: -4934.7328, Current Accepted Order: dict_values([np.int64(8), np.int64(9), np.int64(6), np.int64(7), np.int64(10), np.int64(4), np.int64(1), np.int64(2), np.int64(3), np.int64(5)]), 
2025-03-26 22:58:42,602 - INFO - Iteration 8000/20000, Acceptance Ratio: 16.55%, Log Likelihood: -4932.4154, Current Accepted Order: dict_values([np.int64(6), np.int64(9), np.int64(8), np.int64(10), np.int64(7), np.int64(4), np.int64(5), np.int64(3), np.int64(2), np.int64(1)]), 
2025-03-26 23:00:49,564 - INFO - Iteration 10000/20000, Acceptance Ratio: 17.17%, Log Likelihood: -4933.1697, Current Accepted Order: dict_values([np.int64(8), np.int64(9), np.int64(6), np.int64(10), np.int64(7), np.int64(1), np.int64(5), np.int64(2), np.int64(3), np.int64(4)]), 
2025-03-26 23:02:59,354 - INFO - Iteration 12000/20000, Acceptance Ratio: 17.18%, Log Likelihood: -4929.4610, Current Accepted Order: dict_values([np.int64(8), np.int64(7), np.int64(10), np.int64(6), np.int64(9), np.int64(4), np.int64(1), np.int64(3), np.int64(2), np.int64(5)]), 
2025-03-26 23:05:09,747 - INFO - Iteration 14000/20000, Acceptance Ratio: 17.44%, Log Likelihood: -4928.4649, Current Accepted Order: dict_values([np.int64(6), np.int64(9), np.int64(7), np.int64(10), np.int64(8), np.int64(4), np.int64(1), np.int64(3), np.int64(2), np.int64(5)]), 
2025-03-26 23:07:16,292 - INFO - Iteration 16000/20000, Acceptance Ratio: 17.12%, Log Likelihood: -4933.9413, Current Accepted Order: dict_values([np.int64(9), np.int64(6), np.int64(7), np.int64(10), np.int64(8), np.int64(3), np.int64(1), np.int64(2), np.int64(4), np.int64(5)]), 
2025-03-26 23:09:19,139 - INFO - Iteration 18000/20000, Acceptance Ratio: 16.94%, Log Likelihood: -4933.7603, Current Accepted Order: dict_values([np.int64(6), np.int64(9), np.int64(7), np.int64(10), np.int64(8), np.int64(3), np.int64(1), np.int64(2), np.int64(5), np.int64(4)]), 
2025-03-26 23:11:26,301 - INFO - Iteration 20000/20000, Acceptance Ratio: 16.54%, Log Likelihood: -4931.7692, Current Accepted Order: dict_values([np.int64(7), np.int64(8), np.int64(9), np.int64(10), np.int64(6), np.int64(4), np.int64(1), np.int64(2), np.int64(3), np.int64(5)]), 
2025-03-26 23:11:28,448 - INFO - Results saved to conjugate_priors/results/Global_Healthy_results.json
